counts  d_counts        d_time  cpm     uSv/h
0000012397      0000000001         5.001          11.998           0.080
0000012405      0000000008         5.001          95.981           0.643
0000012412      0000000007         5.001          83.983           0.563
0000012417      0000000005         5.000          60.000           0.402
0000012420      0000000003         5.001          35.993           0.241
0000012425      0000000005         5.001          59.988           0.402
0000012428      0000000003         5.001          35.993           0.241
0000012435      0000000007         5.016          83.732           0.561
0000012442      0000000007         5.001          83.983           0.563
0000012447      0000000005         5.001          59.988           0.402
0000012450      0000000003         5.001          35.993           0.241
0000012451      0000000001         5.000          12.000           0.080
0000012459      0000000008         5.001          95.981           0.643
0000012465      0000000006         5.001          71.986           0.482
0000012468      0000000003         5.001          35.993           0.241
0000012474      0000000006         5.002          71.971           0.482
0000012477      0000000003         5.001          35.993           0.241
0000012486      0000000009         5.001         107.978           0.723
0000012488      0000000002         5.001          23.995           0.161
0000012492      0000000004         5.001          47.990           0.322
0000012496      0000000004         5.000          48.000           0.322
0000012501      0000000005         5.001          59.988           0.402
0000012503      0000000002         5.001          23.995           0.161
0000012508      0000000005         5.001          59.988           0.402
0000012512      0000000004         5.001          47.990           0.322
0000012515      0000000003         5.000          36.000           0.241
0000012520      0000000005         5.001          59.988           0.402
0000012524      0000000004         5.001          47.990           0.322
0000012528      0000000004         5.001          47.990           0.322
0000012530      0000000002         5.001          23.995           0.161
0000012533      0000000003         5.000          36.000           0.241
0000012536      0000000003         5.001          35.993           0.241
0000012539      0000000003         5.001          35.993           0.241
0000012541      0000000002         5.001          23.995           0.161
0000012542      0000000001         5.001          11.998           0.080
0000012549      0000000007         5.000          84.000           0.563
0000012550      0000000001         5.001          11.998           0.080
0000012556      0000000006         5.001          71.986           0.482
0000012563      0000000007         5.001          83.983           0.563
0000012566      0000000003         5.002          35.986           0.241
0000012573      0000000007         5.001          83.983           0.563
0000012576      0000000003         5.001          35.993           0.241
0000012580      0000000004         5.001          47.990           0.322
0000012584      0000000004         5.001          47.990           0.322
0000012591      0000000007         5.000          84.000           0.563
0000012594      0000000003         5.001          35.993           0.241
0000012597      0000000003         5.001          35.993           0.241
0000012601      0000000004         5.001          47.990           0.322
0000012608      0000000007         5.001          83.983           0.563
0000012616      0000000008         5.000          96.000           0.643
0000012621      0000000005         5.001          59.988           0.402
0000012629      0000000008         5.001          95.981           0.643
0000012631      0000000002         5.001          23.995           0.161
0000012632      0000000001         5.001          11.998           0.080
0000012636      0000000004         5.000          48.000           0.322
0000012639      0000000003         5.001          35.993           0.241
0000012640      0000000001         5.001          11.998           0.080
0000012642      0000000002         5.001          23.995           0.161
0000012650      0000000008         5.001          95.981           0.643
0000012651      0000000001         5.000          12.000           0.080
0000012652      0000000001         5.001          11.998           0.080
0000012656      0000000004         5.001          47.990           0.322
0000012660      0000000004         5.001          47.990           0.322
0000012664      0000000004         5.001          47.990           0.322
0000012670      0000000006         5.000          72.000           0.482
0000012672      0000000002         5.001          23.995           0.161
0000012676      0000000004         5.001          47.990           0.322
0000012682      0000000006         5.001          71.986           0.482
0000012685      0000000003         5.002          35.986           0.241
0000012689      0000000004         5.001          47.990           0.322
0000012695      0000000006         5.001          71.986           0.482
0000012701      0000000006         5.001          71.986           0.482
0000012705      0000000004         5.001          47.990           0.322
0000012708      0000000003         5.000          36.000           0.241
0000012711      0000000003         5.001          35.993           0.241
0000012719      0000000008         5.001          95.981           0.643
0000012725      0000000006         5.001          71.986           0.482
0000012728      0000000003         5.001          35.993           0.241
0000012734      0000000006         5.000          72.000           0.482
0000012741      0000000007         5.001          83.983           0.563
0000012745      0000000004         5.001          47.990           0.322
0000012747      0000000002         5.001          23.995           0.161
0000012749      0000000002         5.001          23.995           0.161
0000012754      0000000005         5.000          60.000           0.402
0000012760      0000000006         5.001          71.986           0.482
0000012767      0000000007         5.001          83.983           0.563
0000012773      0000000006         5.001          71.986           0.482
0000012773      0000000000         5.001           0.000           0.000
0000012777      0000000004         5.000          48.000           0.322
0000012783      0000000006         5.001          71.986           0.482
0000012786      0000000003         5.001          35.993           0.241
0000012789      0000000003         5.001          35.993           0.241
0000012793      0000000004         5.002          47.981           0.321
0000012794      0000000001         5.001          11.998           0.080
0000012798      0000000004         5.001          47.990           0.322
0000012803      0000000005         5.001          59.988           0.402
0000012809      0000000006         5.001          71.986           0.482
0000012818      0000000009         5.000         108.000           0.724
0000012822      0000000004         5.001          47.990           0.322
0000012829      0000000007         5.001          83.983           0.563
0000012831      0000000002         5.001          23.995           0.161
0000012837      0000000006         5.001          71.986           0.482
0000012841      0000000004         5.000          48.000           0.322
0000012843      0000000002         5.001          23.995           0.161
0000012850      0000000007         5.001          83.983           0.563
0000012855      0000000005         5.001          59.988           0.402
0000012859      0000000004         5.001          47.990           0.322
0000012862      0000000003         5.000          36.000           0.241
0000012866      0000000004         5.001          47.990           0.322
0000012870      0000000004         5.001          47.990           0.322
0000012876      0000000006         5.001          71.986           0.482
0000012880      0000000004         5.001          47.990           0.322
0000012886      0000000006         5.000          72.000           0.482
0000012890      0000000004         5.001          47.990           0.322
0000012892      0000000002         5.001          23.995           0.161
0000012897      0000000005         5.001          59.988           0.402
0000012901      0000000004         5.002          47.981           0.321
0000012903      0000000002         5.001          23.995           0.161
0000012907      0000000004         5.001          47.990           0.322
0000012913      0000000006         5.001          71.986           0.482
0000012916      0000000003         5.001          35.993           0.241
0000012920      0000000004         5.000          48.000           0.322
0000012923      0000000003         5.001          35.993           0.241
0000012933      0000000010         5.001         119.976           0.804
0000012938      0000000005         5.001          59.988           0.402
0000012943      0000000005         5.001          59.988           0.402
0000012951      0000000008         5.000          96.000           0.643
0000012952      0000000001         5.001          11.998           0.080
0000012958      0000000006         5.001          71.986           0.482
0000012961      0000000003         5.001          35.993           0.241
0000012966      0000000005         5.001          59.988           0.402
0000012968      0000000002         5.000          24.000           0.161
0000012977      0000000009         5.001         107.978           0.723
0000012981      0000000004         5.001          47.990           0.322
0000012989      0000000008         5.001          95.981           0.643
0000012990      0000000001         5.001          11.998           0.080
0000012994      0000000004         5.000          48.000           0.322
0000013002      0000000008         5.001          95.981           0.643
0000013011      0000000009         5.001         107.978           0.723
0000013018      0000000007         5.001          83.983           0.563
0000013024      0000000006         5.002          71.971           0.482
0000013030      0000000006         5.001          71.986           0.482
0000013033      0000000003         5.001          35.993           0.241
0000013036      0000000003         5.001          35.993           0.241
0000013039      0000000003         5.001          35.993           0.241
0000013040      0000000001         5.000          12.000           0.080
0000013048      0000000008         5.001          95.981           0.643
0000013056      0000000008         5.001          95.981           0.643
0000013057      0000000001         5.001          11.998           0.080
0000013064      0000000007         5.001          83.983           0.563
0000013069      0000000005         5.000          60.000           0.402
0000013071      0000000002         5.001          23.995           0.161
0000013075      0000000004         5.001          47.990           0.322
0000013081      0000000006         5.001          71.986           0.482
0000013086      0000000005         5.001          59.988           0.402
0000013089      0000000003         5.000          36.000           0.241
0000013092      0000000003         5.001          35.993           0.241
0000013092      0000000000         5.001           0.000           0.000
0000013094      0000000002         5.001          23.995           0.161
0000013099      0000000005         5.001          59.988           0.402
0000013104      0000000005         5.000          60.000           0.402
0000013109      0000000005         5.001          59.988           0.402
0000013112      0000000003         5.001          35.993           0.241
0000013117      0000000005         5.001          59.988           0.402
0000013124      0000000007         5.001          83.983           0.563
0000013127      0000000003         5.000          36.000           0.241
0000013130      0000000003         5.001          35.993           0.241
0000013136      0000000006         5.009          71.871           0.482
0000013139      0000000003         5.002          35.986           0.241
0000013144      0000000005         5.001          59.988           0.402
0000013149      0000000005         5.001          59.988           0.402
0000013154      0000000005         5.001          59.988           0.402
0000013158      0000000004         5.001          47.990           0.322
0000013163      0000000005         5.000          60.000           0.402
0000013166      0000000003         5.001          35.993           0.241
0000013169      0000000003         5.001          35.993           0.241
0000013172      0000000003         5.001          35.993           0.241
0000013176      0000000004         5.001          47.990           0.322
0000013181      0000000005         5.000          60.000           0.402
0000013186      0000000005         5.001          59.988           0.402
0000013194      0000000008         5.001          95.981           0.643
0000013199      0000000005         5.001          59.988           0.402
0000013202      0000000003         5.001          35.993           0.241
0000013203      0000000001         5.000          12.000           0.080
0000013209      0000000006         5.001          71.986           0.482
0000013212      0000000003         5.001          35.993           0.241
0000013215      0000000003         5.001          35.993           0.241
0000013218      0000000003         5.001          35.993           0.241
0000013222      0000000004         5.000          48.000           0.322
0000013229      0000000007         5.001          83.983           0.563
0000013232      0000000003         5.001          35.993           0.241
0000013233      0000000001         5.001          11.998           0.080
0000013237      0000000004         5.001          47.990           0.322
0000013244      0000000007         5.000          84.000           0.563
0000013253      0000000009         5.001         107.978           0.723
0000013258      0000000005         5.001          59.988           0.402
0000013264      0000000006         5.001          71.986           0.482
0000013271      0000000007         5.002          83.966           0.563
0000013276      0000000005         5.001          59.988           0.402
0000013284      0000000008         5.001          95.981           0.643
0000013287      0000000003         5.001          35.993           0.241
0000013291      0000000004         5.001          47.990           0.322
0000013296      0000000005         5.000          60.000           0.402
0000013303      0000000007         5.001          83.983           0.563
0000013312      0000000009         5.001         107.978           0.723
0000013314      0000000002         5.001          23.995           0.161
0000013319      0000000005         5.001          59.988           0.402
0000013321      0000000002         5.000          24.000           0.161
0000013322      0000000001         5.001          11.998           0.080
0000013323      0000000001         5.001          11.998           0.080
0000013329      0000000006         5.001          71.986           0.482
0000013333      0000000004         5.001          47.990           0.322
0000013342      0000000009         5.000         108.000           0.724
0000013345      0000000003         5.001          35.993           0.241
0000013352      0000000007         5.001          83.983           0.563
0000013354      0000000002         5.001          23.995           0.161
0000013361      0000000007         5.001          83.983           0.563
0000013364      0000000003         5.000          36.000           0.241
0000013364      0000000000         5.001           0.000           0.000
0000013366      0000000002         5.001          23.995           0.161
0000013372      0000000006         5.001          71.986           0.482
0000013381      0000000009         5.002         107.957           0.723
0000013383      0000000002         5.001          23.995           0.161
0000013395      0000000012         5.001         143.971           0.965
0000013398      0000000003         5.001          35.993           0.241
0000013399      0000000001         5.001          11.998           0.080
0000013403      0000000004         5.000          48.000           0.322
0000013410      0000000007         5.001          83.983           0.563
0000013414      0000000004         5.001          47.990           0.322
0000013418      0000000004         5.001          47.990           0.322
0000013421      0000000003         5.001          35.993           0.241
0000013425      0000000004         5.000          48.000           0.322
0000013433      0000000008         5.001          95.981           0.643
0000013438      0000000005         5.001          59.988           0.402
0000013445      0000000007         5.001          83.983           0.563
0000013447      0000000002         5.001          23.995           0.161
0000013450      0000000003         5.000          36.000           0.241
0000013454      0000000004         5.001          47.990           0.322
0000013458      0000000004         5.001          47.990           0.322
0000013465      0000000007         5.001          83.983           0.563
0000013468      0000000003         5.001          35.993           0.241
0000013476      0000000008         5.000          96.000           0.643
0000013480      0000000004         5.001          47.990           0.322
0000013488      0000000008         5.001          95.981           0.643
0000013490      0000000002         5.001          23.995           0.161
0000013493      0000000003         5.002          35.986           0.241
0000013499      0000000006         5.001          71.986           0.482
0000013501      0000000002         5.001          23.995           0.161
0000013505      0000000004         5.001          47.990           0.322
0000013512      0000000007         5.001          83.983           0.563
0000013515      0000000003         5.000          36.000           0.241
0000013521      0000000006         5.001          71.986           0.482
0000013525      0000000004         5.001          47.990           0.322
0000013527      0000000002         5.001          23.995           0.161
0000013531      0000000004         5.014          47.866           0.321
0000013533      0000000002         5.001          23.995           0.161
0000013538      0000000005         5.001          59.988           0.402
0000013542      0000000004         5.001          47.990           0.322
0000013544      0000000002         5.000          24.000           0.161
0000013553      0000000009         5.001         107.978           0.723
0000013558      0000000005         5.001          59.988           0.402
0000013560      0000000002         5.001          23.995           0.161
0000013564      0000000004         5.001          47.990           0.322
0000013566      0000000002         5.000          24.000           0.161
0000013569      0000000003         5.001          35.993           0.241
0000013569      0000000000         5.001           0.000           0.000
0000013575      0000000006         5.001          71.986           0.482
0000013579      0000000004         5.001          47.990           0.322
0000013583      0000000004         5.000          48.000           0.322
0000013588      0000000005         5.001          59.988           0.402
0000013596      0000000008         5.001          95.981           0.643
0000013598      0000000002         5.001          23.995           0.161
0000013604      0000000006         5.001          71.986           0.482
0000013610      0000000006         5.000          72.000           0.482
0000013616      0000000006         5.001          71.986           0.482
0000013620      0000000004         5.001          47.990           0.322
0000013623      0000000003         5.001          35.993           0.241
0000013626      0000000003         5.001          35.993           0.241
0000013631      0000000005         5.000          60.000           0.402
0000013635      0000000004         5.001          47.990           0.322
0000013636      0000000001         5.001          11.998           0.080
0000013639      0000000003         5.001          35.993           0.241
0000013643      0000000004         5.002          47.981           0.321
0000013646      0000000003         5.001          35.993           0.241
0000013651      0000000005         5.001          59.988           0.402
0000013651      0000000000         5.001           0.000           0.000
0000013656      0000000005         5.001          59.988           0.402
0000013660      0000000004         5.000          48.000           0.322
0000013663      0000000003         5.001          35.993           0.241
0000013668      0000000005         5.001          59.988           0.402
0000013675      0000000007         5.001          83.983           0.563
0000013676      0000000001         5.001          11.998           0.080
0000013678      0000000002         5.000          24.000           0.161
0000013680      0000000002         5.001          23.995           0.161
0000013681      0000000001         5.001          11.998           0.080
0000013683      0000000002         5.001          23.995           0.161
0000013687      0000000004         5.001          47.990           0.322
0000013690      0000000003         5.000          36.000           0.241
0000013696      0000000006         5.001          71.986           0.482
0000013702      0000000006         5.001          71.986           0.482
0000013707      0000000005         5.001          59.988           0.402
0000013710      0000000003         5.001          35.993           0.241
0000013714      0000000004         5.000          48.000           0.322
0000013716      0000000002         5.001          23.995           0.161
0000013717      0000000001         5.001          11.998           0.080
0000013724      0000000007         5.016          83.732           0.561
0000013726      0000000002         5.001          23.995           0.161
0000013729      0000000003         5.001          35.993           0.241
0000013732      0000000003         5.001          35.993           0.241
0000013738      0000000006         5.001          71.986           0.482
0000013746      0000000008         5.000          96.000           0.643
0000013750      0000000004         5.001          47.990           0.322
0000013756      0000000006         5.001          71.986           0.482
0000013761      0000000005         5.001          59.988           0.402
0000013764      0000000003         5.002          35.986           0.241
0000013770      0000000006         5.001          71.986           0.482
0000013774      0000000004         5.001          47.990           0.322
0000013778      0000000004         5.001          47.990           0.322
0000013781      0000000003         5.001          35.993           0.241
0000013784      0000000003         5.000          36.000           0.241
0000013790      0000000006         5.017          71.756           0.481
0000013796      0000000006         5.001          71.986           0.482
0000013800      0000000004         5.000          48.000           0.322
0000013807      0000000007         5.001          83.983           0.563
0000013811      0000000004         5.001          47.990           0.322
0000013813      0000000002         5.001          23.995           0.161
0000013818      0000000005         5.001          59.988           0.402
0000013821      0000000003         5.000          36.000           0.241
0000013830      0000000009         5.001         107.978           0.723
0000013838      0000000008         5.001          95.981           0.643
0000013845      0000000007         5.001          83.983           0.563
0000013847      0000000002         5.001          23.995           0.161
0000013854      0000000007         5.000          84.000           0.563
0000013858      0000000004         5.001          47.990           0.322
0000013865      0000000007         5.001          83.983           0.563
0000013869      0000000004         5.001          47.990           0.322
0000013875      0000000006         5.001          71.986           0.482
0000013878      0000000003         5.000          36.000           0.241
0000013879      0000000001         5.001          11.998           0.080
0000013883      0000000004         5.001          47.990           0.322
0000013889      0000000006         5.001          71.986           0.482
0000013894      0000000005         5.014          59.832           0.401
0000013900      0000000006         5.001          71.986           0.482
0000013908      0000000008         5.001          95.981           0.643
0000013911      0000000003         5.001          35.993           0.241
0000013915      0000000004         5.000          48.000           0.322
0000013921      0000000006         5.001          71.986           0.482
0000013929      0000000008         5.001          95.981           0.643
0000013933      0000000004         5.001          47.990           0.322
0000013940      0000000007         5.001          83.983           0.563
0000013943      0000000003         5.000          36.000           0.241
0000013951      0000000008         5.001          95.981           0.643
0000013953      0000000002         5.001          23.995           0.161
0000013960      0000000007         5.001          83.983           0.563
0000013960      0000000000         5.001           0.000           0.000
0000013963      0000000003         5.000          36.000           0.241
0000013971      0000000008         5.001          95.981           0.643
0000013978      0000000007         5.001          83.983           0.563
0000013982      0000000004         5.001          47.990           0.322
0000013986      0000000004         5.002          47.981           0.321
0000013994      0000000008         5.001          95.981           0.643
0000014000      0000000006         5.001          71.986           0.482
0000014005      0000000005         5.001          59.988           0.402
0000014007      0000000002         5.001          23.995           0.161
0000014009      0000000002         5.000          24.000           0.161
0000014014      0000000005         5.001          59.988           0.402
0000014022      0000000008         5.001          95.981           0.643
0000014024      0000000002         5.001          23.995           0.161
0000014028      0000000004         5.001          47.990           0.322
0000014034      0000000006         5.000          72.000           0.482
0000014037      0000000003         5.001          35.993           0.241
0000014040      0000000003         5.001          35.993           0.241
0000014045      0000000005         5.001          59.988           0.402
0000014049      0000000004         5.001          47.990           0.322
0000014052      0000000003         5.000          36.000           0.241
0000014058      0000000006         5.001          71.986           0.482
0000014063      0000000005         5.001          59.988           0.402
0000014068      0000000005         5.001          59.988           0.402
0000014076      0000000008         5.001          95.981           0.643
0000014079      0000000003         5.000          36.000           0.241
0000014084      0000000005         5.001          59.988           0.402
0000014088      0000000004         5.001          47.990           0.322
0000014097      0000000009         5.001         107.978           0.723
0000014103      0000000006         5.016          71.770           0.481
0000014106      0000000003         5.001          35.993           0.241
0000014109      0000000003         5.001          35.993           0.241
0000014115      0000000006         5.001          71.986           0.482
0000014125      0000000010         5.000         120.000           0.804
0000014126      0000000001         5.001          11.998           0.080
0000014131      0000000005         5.001          59.988           0.402
0000014135      0000000004         5.001          47.990           0.322
0000014138      0000000003         5.002          35.986           0.241
0000014145      0000000007         5.001          83.983           0.563
0000014149      0000000004         5.001          47.990           0.322
0000014156      0000000007         5.001          83.983           0.563
0000014161      0000000005         5.001          59.988           0.402
0000014166      0000000005         5.000          60.000           0.402
0000014172      0000000006         5.001          71.986           0.482
0000014178      0000000006         5.001          71.986           0.482
0000014184      0000000006         5.001          71.986           0.482
0000014190      0000000006         5.001          71.986           0.482
0000014195      0000000005         5.000          60.000           0.402
0000014202      0000000007         5.001          83.983           0.563
0000014209      0000000007         5.001          83.983           0.563
0000014212      0000000003         5.001          35.993           0.241
0000014214      0000000002         5.001          23.995           0.161
0000014217      0000000003         5.000          36.000           0.241
0000014220      0000000003         5.001          35.993           0.241
0000014226      0000000006         5.001          71.986           0.482
0000014234      0000000008         5.001          95.981           0.643
0000014238      0000000004         5.001          47.990           0.322
0000014239      0000000001         5.000          12.000           0.080
0000014243      0000000004         5.001          47.990           0.322
0000014247      0000000004         5.001          47.990           0.322
0000014250      0000000003         5.001          35.993           0.241
0000014254      0000000004         5.002          47.981           0.321
0000014265      0000000011         5.001         131.974           0.884
0000014269      0000000004         5.001          47.990           0.322
0000014277      0000000008         5.001          95.981           0.643
0000014281      0000000004         5.001          47.990           0.322
0000014283      0000000002         5.000          24.000           0.161
0000014292      0000000009         5.001         107.978           0.723
0000014296      0000000004         5.001          47.990           0.322
0000014301      0000000005         5.001          59.988           0.402
0000014310      0000000009         5.001         107.978           0.723
0000014318      0000000008         5.000          96.000           0.643
0000014320      0000000002         5.001          23.995           0.161
0000014323      0000000003         5.001          35.993           0.241
0000014327      0000000004         5.001          47.990           0.322
0000014334      0000000007         5.001          83.983           0.563
0000014341      0000000007         5.000          84.000           0.563
0000014349      0000000008         5.001          95.981           0.643
0000014351      0000000002         5.001          23.995           0.161
0000014356      0000000005         5.001          59.988           0.402
0000014358      0000000002         5.001          23.995           0.161
0000014365      0000000007         5.000          84.000           0.563
0000014370      0000000005         5.001          59.988           0.402
0000014375      0000000005         5.001          59.988           0.402
0000014378      0000000003         5.001          35.993           0.241
0000014381      0000000003         5.002          35.986           0.241
0000014388      0000000007         5.001          83.983           0.563
0000014392      0000000004         5.001          47.990           0.322
0000014397      0000000005         5.001          59.988           0.402
0000014401      0000000004         5.001          47.990           0.322
0000014409      0000000008         5.000          96.000           0.643
0000014413      0000000004         5.001          47.990           0.322
0000014420      0000000007         5.001          83.983           0.563
0000014427      0000000007         5.001          83.983           0.563
0000014431      0000000004         5.001          47.990           0.322
0000014435      0000000004         5.000          48.000           0.322
0000014438      0000000003         5.001          35.993           0.241
0000014441      0000000003         5.001          35.993           0.241
0000014441      0000000000         5.001           0.000           0.000
0000014446      0000000005         5.001          59.988           0.402
0000014453      0000000007         5.000          84.000           0.563
0000014459      0000000006         5.001          71.986           0.482
0000014461      0000000002         5.001          23.995           0.161
0000014470      0000000009         5.001         107.978           0.723
0000014474      0000000004         5.001          47.990           0.322
0000014477      0000000003         5.000          36.000           0.241
0000014483      0000000006         5.001          71.986           0.482
0000014487      0000000004         5.001          47.990           0.322
0000014492      0000000005         5.001          59.988           0.402
0000014501      0000000009         5.002         107.957           0.723
0000014502      0000000001         5.013          11.969           0.080
0000014508      0000000006         5.001          71.986           0.482
0000014509      0000000001         5.001          11.998           0.080
0000014518      0000000009         5.000         108.000           0.724
0000014520      0000000002         5.001          23.995           0.161
0000014522      0000000002         5.001          23.995           0.161
0000014528      0000000006         5.001          71.986           0.482
0000014533      0000000005         5.001          59.988           0.402
0000014540      0000000007         5.000          84.000           0.563
0000014544      0000000004         5.001          47.990           0.322
0000014550      0000000006         5.001          71.986           0.482
0000014554      0000000004         5.001          47.990           0.322
0000014554      0000000000         5.002           0.000           0.000
0000014565      0000000011         5.001         131.974           0.884
0000014567      0000000002         5.001          23.995           0.161
0000014569      0000000002         5.001          23.995           0.161
0000014571      0000000002         5.001          23.995           0.161
0000014572      0000000001         5.000          12.000           0.080
0000014577      0000000005         5.001          59.988           0.402
0000014581      0000000004         5.001          47.990           0.322
0000014588      0000000007         5.018          83.699           0.561
0000014591      0000000003         5.001          35.993           0.241
0000014592      0000000001         5.001          11.998           0.080
0000014598      0000000006         5.001          71.986           0.482
0000014607      0000000009         5.001         107.978           0.723
0000014610      0000000003         5.000          36.000           0.241
0000014614      0000000004         5.001          47.990           0.322
0000014617      0000000003         5.001          35.993           0.241
0000014625      0000000008         5.001          95.981           0.643
0000014632      0000000007         5.001          83.983           0.563
0000014636      0000000004         5.000          48.000           0.322
0000014640      0000000004         5.001          47.990           0.322
0000014653      0000000013         5.001         155.969           1.045
0000014655      0000000002         5.001          23.995           0.161
0000014662      0000000007         5.018          83.699           0.561
0000014668      0000000006         5.001          71.986           0.482
0000014678      0000000010         5.001         119.976           0.804
0000014685      0000000007         5.002          83.966           0.563
0000014693      0000000008         5.001          95.981           0.643
0000014699      0000000006         5.001          71.986           0.482
0000014706      0000000007         5.001          83.983           0.563
0000014710      0000000004         5.001          47.990           0.322
0000014716      0000000006         5.000          72.000           0.482
0000014720      0000000004         5.001          47.990           0.322
0000014724      0000000004         5.001          47.990           0.322
0000014731      0000000007         5.001          83.983           0.563
0000014737      0000000006         5.001          71.986           0.482
0000014738      0000000001         5.000          12.000           0.080
0000014745      0000000007         5.001          83.983           0.563
0000014751      0000000006         5.001          71.986           0.482
0000014758      0000000007         5.001          83.983           0.563
0000014764      0000000006         5.001          71.986           0.482
0000014765      0000000001         5.000          12.000           0.080
0000014768      0000000003         5.001          35.993           0.241
0000014770      0000000002         5.001          23.995           0.161
0000014772      0000000002         5.001          23.995           0.161
0000014780      0000000008         5.001          95.981           0.643
0000014786      0000000006         5.000          72.000           0.482
0000014793      0000000007         5.001          83.983           0.563
0000014795      0000000002         5.001          23.995           0.161
0000014797      0000000002         5.001          23.995           0.161
0000014800      0000000003         5.002          35.986           0.241
0000014807      0000000007         5.001          83.983           0.563
0000014812      0000000005         5.001          59.988           0.402
0000014818      0000000006         5.001          71.986           0.482
0000014823      0000000005         5.001          59.988           0.402
0000014827      0000000004         5.000          48.000           0.322
0000014834      0000000007         5.001          83.983           0.563
0000014840      0000000006         5.001          71.986           0.482
0000014848      0000000008         5.001          95.981           0.643
0000014852      0000000004         5.001          47.990           0.322
0000014859      0000000007         5.000          84.000           0.563
0000014866      0000000007         5.001          83.983           0.563
0000014870      0000000004         5.001          47.990           0.322
0000014873      0000000003         5.001          35.993           0.241
0000014877      0000000004         5.001          47.990           0.322
0000014880      0000000003         5.000          36.000           0.241
0000014884      0000000004         5.001          47.990           0.322
0000014889      0000000005         5.001          59.988           0.402
0000014892      0000000003         5.001          35.993           0.241
0000014895      0000000003         5.001          35.993           0.241
0000014899      0000000004         5.000          48.000           0.322
0000014905      0000000006         5.001          71.986           0.482
0000014910      0000000005         5.001          59.988           0.402
0000014916      0000000006         5.001          71.986           0.482
0000014917      0000000001         5.002          11.995           0.080
0000014925      0000000008         5.001          95.981           0.643
0000014929      0000000004         5.001          47.990           0.322
0000014934      0000000005         5.001          59.988           0.402
0000014941      0000000007         5.001          83.983           0.563
0000014944      0000000003         5.000          36.000           0.241
0000014948      0000000004         5.001          47.990           0.322
0000014952      0000000004         5.001          47.990           0.322
0000014954      0000000002         5.001          23.995           0.161
0000014962      0000000008         5.001          95.981           0.643
0000014966      0000000004         5.000          48.000           0.322
0000014971      0000000005         5.001          59.988           0.402
0000014976      0000000005         5.001          59.988           0.402
0000014978      0000000002         5.001          23.995           0.161
0000014983      0000000005         5.001          59.988           0.402
0000014989      0000000006         5.000          72.000           0.482
0000014991      0000000002         5.001          23.995           0.161
0000014995      0000000004         5.001          47.990           0.322
0000015000      0000000005         5.001          59.988           0.402
0000015003      0000000003         5.001          35.993           0.241
0000015012      0000000009         5.000         108.000           0.724
0000015019      0000000007         5.001          83.983           0.563
0000015026      0000000007         5.001          83.983           0.563
0000015028      0000000002         5.001          23.995           0.161
0000015035      0000000007         5.002          83.966           0.563
0000015037      0000000002         5.001          23.995           0.161
0000015041      0000000004         5.001          47.990           0.322
0000015043      0000000002         5.001          23.995           0.161
0000015048      0000000005         5.001          59.988           0.402
0000015053      0000000005         5.000          60.000           0.402
0000015061      0000000008         5.001          95.981           0.643
0000015066      0000000005         5.001          59.988           0.402
0000015076      0000000010         5.001         119.976           0.804
0000015080      0000000004         5.001          47.990           0.322
0000015080      0000000000         5.000           0.000           0.000
0000015086      0000000006         5.001          71.986           0.482
0000015090      0000000004         5.001          47.990           0.322
0000015092      0000000002         5.001          23.995           0.161
0000015097      0000000005         5.001          59.988           0.402
0000015102      0000000005         5.000          60.000           0.402
0000015105      0000000003         5.001          35.993           0.241
0000015108      0000000003         5.001          35.993           0.241
0000015111      0000000003         5.001          35.993           0.241
0000015117      0000000006         5.001          71.986           0.482
0000015120      0000000003         5.000          36.000           0.241
0000015122      0000000002         5.001          23.995           0.161
0000015125      0000000003         5.001          35.993           0.241
0000015128      0000000003         5.001          35.993           0.241
0000015133      0000000005         5.001          59.988           0.402
0000015140      0000000007         5.000          84.000           0.563
0000015146      0000000006         5.001          71.986           0.482
0000015153      0000000007         5.001          83.983           0.563
0000015158      0000000005         5.001          59.988           0.402
0000015163      0000000005         5.002          59.976           0.402
0000015167      0000000004         5.001          47.990           0.322
0000015176      0000000009         5.001         107.978           0.723
0000015181      0000000005         5.001          59.988           0.402
0000015185      0000000004         5.001          47.990           0.322
0000015193      0000000008         5.000          96.000           0.643
0000015197      0000000004         5.001          47.990           0.322
0000015203      0000000006         5.001          71.986           0.482
0000015203      0000000000         5.001           0.000           0.000
0000015207      0000000004         5.001          47.990           0.322
0000015215      0000000008         5.000          96.000           0.643
0000015221      0000000006         5.001          71.986           0.482
0000015225      0000000004         5.001          47.990           0.322
0000015229      0000000004         5.001          47.990           0.322
0000015232      0000000003         5.001          35.993           0.241
